name,city,state,adm_rate,pd1,pd3,pd4,pd5,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,pd19,pd22,pd23,pd24,pd25,pd26,pd27,pd29,pd30,pd31,pd38,pd39,pd40,pd41,pd42,pd43,pd44,pd45,pd46,pd47,pd48,pd49,pd50,pd51,pd52,pd54,pop,debt,earnings
Bard College,Annandale-On-Hudson,NY,0.4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1205,0.3899,0,0,0,0,0.0674,0,0,0,0,0,0,0,0,0.2124,0,0,0,0,0.2098,0,0,0,2021,25750,38700
Bard College at Simon's Rock,Great Barrington,MA,0.8939,0,0.0067,0,0.0067,0,0,0,0,0,0.02,0,0.02,0,0,0.0333,0.6267,0,0.06,0.0067,0,0.0333,0,0.0067,0,0.02,0,0.0067,0,0,0.0467,0,0,0,0,0.08,0.02,0,0.0067,323,16750,33700
Barnard College,New York,NY,0.2377,0,0.0292,0.0172,0.0738,0,0,0.0086,0,0,0,0,0.0326,0,0,0.084,0,0,0.1046,0.0326,0,0.0137,0,0.0292,0,0.012,0,0.0995,0,0,0.295,0,0,0,0,0.1184,0,0,0.0497,2556,16725,56800
Barry University,Miami,FL,0.4611,0,0,0,0,0.0375,0,0.0573,0,0.0177,0,0,0,0,0.0063,0.0083,0.0875,0,0.0677,0.0052,0,0,0.024,0.001,0.001,0.0094,0,0.0354,0,0.1385,0.0427,0,0,0,0,0.0396,0.2135,0.2063,0.001,3913,28250,44100
Barton College,Wilson,NC,0.3846,0,0,0,0,0.0164,0,0,0,0.1066,0,0,0.0041,0,0,0.0041,0.0451,0,0.0451,0.0082,0,0.041,0.0943,0,0,0,0,0.0287,0.0533,0.082,0.0164,0,0,0,0,0.0205,0.2254,0.1967,0.0123,998,27000,36000
Bates College,Lewiston,ME,0.2542,0,0.0692,0,0.0156,0,0,0,0,0,0.0045,0,0.0446,0,0,0.0848,0,0,0.1317,0.0313,0,0.0246,0,0.0313,0,0.0737,0,0.1116,0,0,0.2656,0,0,0,0,0.0625,0,0,0.0491,1773,16297,51600
Bay Path University,Longmeadow,MA,0.6305,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0.0686,0,0.1773,0,0.0378,0,0,0,0,0,0,0,0,0.2009,0.0851,0,0,0,0,0,0,0.0047,0.0426,0.305,0,1574,22878.5,41100
Bay State College,Boston,MA,0.5041,0,0,0,0,0,0.0357,0,0,0.0143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1536,0,0,0,0,0,0,0.1214,0.3,0.375,0,1108,25000,30400
Baylor University,Waco,TX,0.5536,0,0.0091,0,0.0004,0.0895,0,0.0119,0,0.0523,0.0397,0,0.0095,0.0207,0,0.0162,0.0018,0,0.1246,0.0053,0,0.0126,0.0186,0.0158,0.0018,0.0095,0,0.0474,0,0.0137,0.06,0,0,0,0.0032,0.0411,0.1397,0.2426,0.013,13801,25131,48200
Becker College,Worcester,MA,0.6247,0.0325,0,0,0,0,0.1436,0,0,0.0163,0,0,0,0,0.0108,0,0.0054,0,0.0081,0,0,0,0.0705,0,0,0,0,0.1138,0.065,0,0,0,0,0,0,0.0379,0.2954,0.2005,0,1975,26000,36800
Bel-Rea Institute of Animal Technology,Denver,CO,0.8141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,489,28712.5,30400
Belanger School of Nursing,Schenectady,NY,0.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,127,14758,60200
Belhaven University,Jackson,MS,0.7169,0,0,0,0,0.013,0,0,0,0.0167,0,0,0,0,0,0.0278,0.0501,0,0.0167,0.0093,0,0.0019,0.0761,0.0019,0.0612,0.0037,0,0.0204,0,0.0167,0.1633,0,0,0,0,0.1206,0.0891,0.3043,0.0074,2546,29656,36800
Bellarmine University,Louisville,KY,0.834,0,0.0066,0,0,0.0432,0,0.0199,0,0.0482,0.0033,0,0.0017,0,0,0.0282,0.0299,0,0.0515,0.0133,0,0.005,0.0631,0.0017,0.005,0.0166,0,0.088,0.0166,0,0.0299,0,0,0,0,0.0365,0.3488,0.1229,0.0199,2499,25000,46600
Bellin College,Green Bay,WI,0.4865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,305,15250,54900
Belmont Abbey College,Belmont,NC,0.6923,0,0,0,0,0,0,0,0,0.2313,0,0,0,0,0,0.0408,0.0748,0,0.034,0.0238,0,0,0.0782,0,0.0272,0,0,0.0714,0.0442,0,0.0204,0,0,0,0,0,0,0.3401,0.0136,1545,27000,36000
Belmont University,Nashville,TN,0.8272,0,0.0042,0,0.0017,0.0561,0.0511,0.0067,0,0.0176,0,0,0.0134,0,0,0.0302,0.0402,0,0.0201,0.0101,0,0.0084,0.0193,0.0159,0.0059,0.0017,0,0.0168,0,0.0184,0.0209,0,0,0,0,0.3643,0.1273,0.1449,0.005,5778,22707,41800
Beloit College,Beloit,WI,0.6931,0,0.0035,0,0.0106,0,0,0.0142,0,0.0532,0.0106,0,0.0745,0,0,0.0674,0,0,0.0674,0.0319,0,0.0674,0,0.039,0,0.0851,0,0.1099,0,0,0.2199,0,0,0,0,0.0745,0,0.039,0.0319,1225,27000,37900
Bemidji State University,Bemidji,MN,0.9353,0,0.0204,0,0.0021,0.0161,0,0.0075,0,0.1439,0,0.044,0.0032,0,0,0.0107,0.0537,0,0.072,0.0075,0,0.0011,0.0473,0,0,0.015,0,0.0677,0.0687,0.0311,0.0311,0.0011,0,0,0,0.0322,0.1257,0.1933,0.0043,4386,21500,38900
Benedictine College,Atchison,KS,0.9778,0,0,0,0,0.0487,0,0.0097,0,0.2078,0.0195,0,0.0325,0,0,0.0357,0.0032,0,0.0617,0.013,0,0.0032,0,0.0195,0.0747,0.026,0,0.0682,0,0,0.1169,0,0,0,0,0.026,0.0877,0.1169,0.0292,1836,26000,39600
Benedictine University,Lisle,IL,0.7717,0,0.0074,0,0,0.0296,0,0.0074,0,0.0359,0,0,0.0021,0.0349,0,0.0032,0.0011,0,0.0698,0.0074,0,0,0,0.0011,0,0.0063,0,0.0835,0.0106,0,0.0634,0,0,0,0,0.0106,0.2548,0.3679,0.0032,3750,23000,51000
Bennett College,Greensboro,NC,0.9179,0,0,0,0,0.1048,0,0,0,0.0667,0,0,0,0,0,0.0476,0,0,0.1333,0.0095,0,0.2095,0,0,0,0,0,0.1429,0,0.0857,0.0667,0,0,0,0,0.0095,0,0.1238,0,553,37000,26900
Bennington College,Bennington,VT,0.6721,0,0.0282,0.007,0,0,0.007,0,0,0.007,0,0,0.0282,0,0,0.1127,0.0141,0,0.0352,0.007,0,0.0352,0,0.0282,0,0.007,0,0.0634,0,0.007,0.1338,0,0,0,0,0.4648,0,0,0.0141,631,27000,24600
Bentley University,Waltham,MA,0.4611,0,0,0,0,0.0047,0,0.0439,0,0,0,0,0.0009,0,0.0009,0,0.0028,0,0,0.0065,0,0.0019,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0.9364,0,4190,27000,76900
Berea College,Berea,KY,0.3366,0.0687,0,0,0.0179,0.0328,0,0.0299,0,0.0687,0,0.0507,0.0299,0.0746,0,0.0328,0,0,0.0985,0.0299,0,0.0478,0.0448,0.003,0.003,0.0418,0,0.0537,0,0,0.0716,0,0,0,0,0.0896,0.0328,0.0597,0.0179,1577,6056,33400
Berklee College of Music,Boston,MA,0.4038,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9457,0.0294,0,0,4743,26374.5,30100
Berry College,Mount Berry,GA,0.6083,0.1288,0.0193,0,0,0.0708,0,0.0086,0,0.073,0,0.0043,0.0215,0,0,0.0279,0,0,0.1116,0.015,0,0.0193,0.0644,0.0129,0,0.0365,0,0.1094,0,0,0.0665,0,0,0,0,0.0365,0.015,0.133,0.0258,2065,24000,38100
Bethany College,Lindsborg,KS,0.9745,0,0,0,0,0,0,0,0,0.2051,0,0,0,0,0,0,0.0427,0,0.1197,0.0427,0,0,0.0684,0,0,0.0171,0,0.0342,0,0,0.1624,0,0,0,0,0.0684,0.0085,0.1966,0.0342,637,27000,38100
Bethany College,Bethany,WV,0.6205,0.0391,0.0078,0,0,0.1797,0,0,0,0.1172,0,0,0.0156,0,0,0.0156,0,0,0.0625,0.0469,0,0.0234,0,0.0078,0,0.0703,0,0.2266,0,0.0469,0.0469,0,0,0,0,0.0234,0,0.0469,0.0234,716,28549.5,39800
Bethany Lutheran College,Mankato,MN,0.7768,0,0,0,0,0.1765,0,0,0,0.084,0,0,0,0,0,0.0588,0.0084,0,0.1597,0.0084,0,0,0,0.0084,0,0.0252,0,0.0756,0,0,0.1092,0,0,0,0,0.0924,0,0.1765,0.0168,503,25000,34200
Bethel College-North Newton,North Newton,KS,0.491,0,0,0,0,0.0776,0,0,0,0.1034,0,0,0,0,0,0.0259,0,0,0.0862,0.0345,0,0.0259,0.0259,0.0172,0.0086,0.0345,0,0.0431,0,0.0603,0,0,0,0,0,0.1207,0.1897,0.1293,0.0172,483,26050,37900
Bethel University,Saint Paul,MN,0.9543,0,0.0103,0,0,0.0859,0,0.0057,0,0.0859,0.0069,0,0.0034,0,0,0.0149,0.0321,0,0.0538,0.008,0,0.0206,0.0332,0.0023,0.0286,0.0275,0,0.0435,0,0.0309,0.0321,0,0,0,0,0.0172,0.2268,0.2234,0.0069,2936,24069,45000
Bethel University,McKenzie,TN,0.5742,0,0,0,0,0,0,0,0,0.0344,0,0,0,0,0,0.0095,0.0451,0,0.0273,0.0036,0,0,0.0237,0.0012,0,0,0,0.013,0.3499,0.0107,0.0024,0,0,0,0,0.0083,0.0368,0.4247,0.0095,4638,25053,36200
Bethune-Cookman University,Daytona Beach,FL,0.6371,0,0.0042,0,0,0.0875,0,0.0208,0,0.0333,0.0208,0,0,0,0,0.0083,0.1125,0,0.0458,0.0042,0,0.0333,0.0375,0.0167,0,0.0104,0,0.1188,0.1542,0,0.0521,0,0,0,0,0.0063,0.0938,0.1313,0.0083,3897,36250,29400
Biola University,La Mirada,CA,0.754,0,0.0021,0,0,0.1202,0,0.0064,0,0.0547,0.0021,0,0.0011,0,0,0.044,0.0097,0,0.0579,0.0075,0,0.0483,0.029,0.015,0.1084,0.0021,0,0.088,0,0,0.074,0,0,0,0,0.1202,0.0794,0.1159,0.0139,4364,24375,40500
Birmingham Southern College,Birmingham,AL,0.5339,0,0.0404,0,0,0.0067,0,0,0,0.0741,0.0135,0,0.0101,0,0,0.037,0,0,0.138,0.0269,0,0.0471,0,0.0236,0,0.0269,0,0.101,0,0,0.0976,0,0,0,0,0.1077,0,0.1886,0.0606,1180,27000,44200
Black Hills State University,Spearfish,SD,0.941,0,0,0,0.0072,0.07,0,0,0,0.2244,0,0.0359,0,0,0,0.0287,0.1005,0,0.0431,0.009,0,0,0.0808,0,0,0.0162,0,0.0557,0,0.0557,0.0395,0,0,0,0,0.0323,0,0.1795,0.0215,2910,25625,34400
Blackburn College,Carlinville,IL,0.651,0,0,0,0,0.0198,0,0.0396,0,0.0891,0,0,0.0198,0,0.0099,0.0198,0,0,0.1584,0.0396,0,0,0.0792,0,0,0.0099,0,0.0594,0.0891,0,0.0099,0,0,0,0,0.0792,0.0198,0.2178,0.0396,578,26000,37100
Bloomfield College,Bloomfield,NJ,0.634,0,0,0,0,0,0,0.0328,0,0.0623,0,0,0,0,0,0.0426,0,0,0.0557,0.0066,0,0,0,0.0033,0,0.023,0,0.1443,0,0,0.1508,0,0,0,0,0.1836,0.141,0.1475,0.0066,1933,30500,36100
Bloomsburg University of Pennsylvania,Bloomsburg,PA,0.8781,0,0,0,0,0.1081,0,0.0106,0,0.1224,0.0048,0,0.0254,0,0,0.0313,0,0,0.0207,0.018,0,0.0005,0.0382,0.0026,0,0.0201,0,0.0604,0.0615,0.0238,0.0996,0,0,0,0,0.027,0.132,0.1744,0.0185,9109,26000,43900
Bluefield College,Bluefield,VA,0.9799,0,0,0,0,0.0044,0.0089,0,0,0,0,0,0,0,0,0.0044,0,0,0.0133,0.0089,0,0.0533,0.0756,0,0,0.0044,0,0.0533,0.1689,0.1956,0,0,0,0,0,0.0178,0.0578,0.3244,0.0089,897,18873,40000
Bluefield State College,Bluefield,WV,0.3834,0,0,0,0,0,0,0.0196,0,0.0868,0,0.1737,0,0,0,0,0.1653,0,0,0,0,0.0448,0,0,0,0,0,0,0.0616,0,0.0476,0,0,0,0,0,0.3305,0.07,0,1529,19500,28300
Bluffton University,Bluffton,OH,0.5603,0,0,0,0,0.0267,0,0.0053,0,0.1551,0,0,0.0107,0.0374,0,0.0267,0,0,0.0107,0.0267,0,0,0.1016,0,0.016,0.0053,0,0.0267,0.0214,0.0802,0.0053,0,0,0,0,0.0214,0.0053,0.3904,0.0267,896,27000,37600
Boise Bible College,Boise,ID,0.9275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,19596,25500
Boise State University,Boise,ID,0.77,0,0.0095,0,0.0017,0.0658,0,0.0204,0,0.0593,0.0542,0,0.0126,0,0,0.0358,0.0573,0,0.032,0.0078,0,0.015,0.0133,0.0027,0,0.0133,0,0.0484,0.0426,0.0256,0.0767,0,0,0,0,0.0375,0.1817,0.1694,0.0174,16206,23500,35600
Boston College,Chestnut Hill,MA,0.3391,0,0.0073,0,0.0004,0.088,0,0.0214,0,0.0282,0,0,0.009,0,0,0.0594,0,0,0.1,0.0128,0,0.0248,0,0.0201,0.0073,0.0162,0,0.1328,0,0,0.176,0,0,0,0,0.0222,0.0384,0.1969,0.0389,9483,19000,66700
Boston University,Boston,MA,0.3451,0,0,0.0023,0.0013,0.1471,0,0.023,0,0.0213,0.075,0.0025,0.0113,0,0,0.0215,0,0,0.0863,0.0096,0,0.0213,0,0.0096,0,0.0165,0,0.0548,0.0023,0.0094,0.1369,0,0,0,0,0.0385,0.0815,0.2159,0.0121,16457,27000,59500
Bowdoin College,Brunswick,ME,0.1491,0,0,0,0.0611,0,0,0.0265,0,0.002,0,0,0.053,0,0,0.0509,0,0,0.165,0.0489,0,0.0061,0,0.0204,0,0.0855,0,0.055,0,0,0.3157,0,0,0,0,0.0489,0,0,0.0611,1797,19500,55300
Bowie State University,Bowie,MD,0.5506,0,0,0,0,0,0.1161,0.0418,0,0.0432,0,0,0,0.0513,0,0.0121,0,0,0.0621,0.004,0,0,0.0094,0,0,0,0,0.1012,0.0621,0.0337,0.0769,0,0,0,0,0.0297,0.1134,0.2024,0.0405,4401,22927,46800
Bowling Green State University-Main Campus,Bowling Green,OH,0.5337,0,0.0135,0.0149,0.0057,0.0294,0,0.0169,0,0.2038,0,0.0277,0.0068,0.0196,0,0.0453,0.0429,0,0.0392,0.0051,0,0.0115,0.0531,0.0037,0,0.0105,0,0.0365,0.0233,0.0128,0.0389,0,0,0,0,0.1024,0.1,0.1254,0.0112,13697,26000,38800
Bradford School,Pittsburgh,PA,0.8831,0,0,0,0,0,0,0.0885,0,0,0,0,0,0,0.1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0.4071,0.2699,0,413,12000,25900
Bradley University,Peoria,IL,0.643,0,0.0009,0,0,0.1156,0.0184,0.0158,0,0.0648,0.1681,0.0009,0.0061,0.0271,0,0.0245,0,0,0.0298,0.0061,0,0,0,0.0061,0,0.0158,0,0.0455,0.0166,0.0228,0.0184,0,0,0,0,0.0639,0.1427,0.1681,0.0219,4585,27000,51400
Brandeis University,Waltham,MA,0.3522,0,0.018,0,0.0852,0,0,0.0288,0,0.0072,0,0,0.0216,0,0,0.0276,0,0,0.1705,0.0168,0,0.0552,0,0.0264,0,0.0228,0,0.078,0,0.078,0.2161,0,0,0,0,0.0672,0,0.0384,0.042,3715,27000,56800
Brenau University,Gainesville,GA,0.7581,0,0,0,0,0.0293,0,0,0,0.104,0,0,0,0,0.0107,0.008,0.0453,0,0.0453,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0.1013,0.328,0.296,0,1581,27429,42000
Brescia University,Owensboro,KY,0.4927,0,0,0,0,0,0,0,0,0.0404,0.0101,0,0,0,0,0.0101,0.0202,0,0.0505,0,0,0.0505,0,0,0.0202,0,0,0.0909,0,0.3939,0.0101,0,0,0,0,0.0303,0.1313,0.1414,0,1003,30500,37500
Brevard College,Brevard,NC,0.4321,0,0.0806,0,0,0,0,0,0,0,0,0,0,0,0,0.0403,0,0,0.0081,0.0242,0,0.0887,0.2581,0,0,0,0,0.121,0.0242,0,0,0,0,0,0,0.121,0.0484,0.1452,0.0403,696,26460.5,28800
Briar Cliff University,Sioux City,IA,0.6169,0,0.0043,0,0,0.0173,0,0.013,0,0.0563,0,0,0,0,0,0.039,0.0043,0,0.0736,0.013,0,0.0216,0.0649,0,0,0.0087,0,0.0606,0,0.0649,0.0606,0,0,0,0,0.0216,0.2684,0.1991,0.0087,964,24000,38100
Bridgewater College,Bridgewater,VA,0.4782,0,0.029,0,0,0.0528,0,0.029,0,0,0,0,0.0185,0.0449,0,0.0317,0.0739,0,0.1187,0.0132,0,0,0.1293,0.0026,0,0.0237,0,0.0607,0,0,0.0712,0,0,0,0,0.0369,0.0264,0.1847,0.0528,1768,27000,40800
Bridgewater State University,Bridgewater,MA,0.7931,0,0,0,0,0.0766,0,0.0082,0,0.1835,0,0,0.0046,0,0,0.0591,0,0,0.0344,0.0267,0,0,0,0.0041,0,0.0319,0,0.109,0.1044,0.0339,0.0699,0,0,0,0.0108,0.0308,0.0123,0.1568,0.0427,9500,24500,42300
Brigham Young University-Hawaii,Laie,HI,0.3486,0,0,0,0.0137,0,0,0.0375,0,0.1298,0,0,0,0,0,0.0225,0.166,0,0.0474,0.0062,0,0.0662,0.0549,0,0,0,0,0.04,0,0.0375,0.0462,0,0,0,0,0.0474,0,0.2759,0.0087,2522,8291,41500
Brigham Young University-Idaho,Rexburg,ID,0.9962,0.023,0.0033,0,0,0.0372,0,0.0234,0,0.0857,0.0214,0.0027,0,0.0237,0,0.0234,0.3454,0,0.0608,0.0017,0,0.011,0.0096,0,0,0.0073,0,0.0232,0.0002,0.0129,0.0291,0,0.0015,0.0002,0,0.0409,0.1056,0.1015,0.0052,23865,11000,38800
Brigham Young University-Provo,Provo,UT,0.47,0.012,0,0,0.0132,0.0457,0.0046,0.0314,0,0.081,0.0653,0,0.0482,0.0559,0,0.029,0.002,0,0.1175,0.0146,0,0.0046,0.031,0.0029,0,0.0131,0,0.0405,0,0,0.0847,0,0,0,0,0.0655,0.0893,0.1277,0.02,27163,11000,57200
Brooks Institute,Ventura,CA,0.9912,0,0,0,0,0.1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8639,0,0,0,415,31000,28800
Brown University,Providence,RI,0.0874,0,0.0295,0,0.0427,0.0125,0,0.0502,0,0.0163,0.0521,0,0.0339,0,0,0.0445,0,0,0.1374,0.0621,0,0.0596,0,0.0125,0,0.0414,0,0.0364,0,0.0069,0.2083,0,0,0,0,0.0458,0.0282,0.0395,0.0402,6264,15500,59700
Bryan College of Health Sciences,Lincoln,NE,0.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,588,24280.5,50900
Bryan College-Dayton,Dayton,TN,0.4842,0,0,0,0,0.0673,0,0.0034,0,0.1145,0,0,0.0067,0,0,0.0471,0.037,0,0.0202,0.0067,0,0,0.0471,0.0067,0.0269,0,0,0.037,0.0135,0,0.0168,0,0,0,0,0.0269,0,0.5051,0.0168,1124,18625,34300
Bryant University,Smithfield,RI,0.7508,0,0.0053,0,0,0.0493,0,0.028,0,0,0,0,0.0013,0,0,0,0,0,0.0027,0.0559,0,0.0253,0,0,0,0,0,0.02,0,0.004,0.028,0,0,0,0,0,0,0.775,0.0053,3302,27000,64500
Bryn Mawr College,Bryn Mawr,PA,0.4047,0,0,0,0,0,0,0.0158,0,0,0,0,0.1136,0,0,0.1041,0,0,0.0631,0.1199,0,0.0379,0,0.0505,0,0.0789,0,0.0883,0,0,0.2177,0,0,0,0,0.0757,0,0,0.0347,1303,25000,53600
Bucknell University,Lewisburg,PA,0.3072,0,0.0129,0,0.0082,0,0,0.0082,0,0.0352,0.1887,0,0.0188,0,0,0.0481,0.0012,0,0.1383,0.0188,0,0.0199,0,0.0188,0,0.0223,0,0.0551,0,0,0.2274,0,0,0,0,0.0211,0,0.1395,0.0176,3528,27000,69100
Buena Vista University,Storm Lake,IA,0.6789,0,0.0183,0,0,0.0198,0,0.0137,0,0.1601,0,0,0.0015,0,0,0.0076,0.0061,0,0.0274,0.003,0,0.1509,0.0183,0,0,0.0046,0,0.1402,0.061,0.0091,0.0015,0,0,0,0,0.0259,0.0107,0.3064,0.0137,1892,23877.5,38300
Burlington College,Burlington,VT,0.7839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588,0.0294,0.0294,0,0,0,0,0.1471,0,0,0,0,0,0.0588,0,0.0588,0,0,0,0.2059,0,0.3824,0,0.0294,0,178,25000,26000
Butler Tech-D Russel Lee Career Center,Hamilton,OH,0.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3745,0,0,0,0.206,0.1124,0,0,0.3071,0,0,370,6396,31700
Butler University,Indianapolis,IN,0.6846,0,0,0,0.0026,0.0832,0.0185,0.0066,0,0.1268,0,0,0.0119,0,0,0.0238,0.0013,0,0.0661,0.0066,0,0.0251,0,0.0053,0,0.0436,0,0.0396,0,0,0.0806,0,0,0,0,0.1004,0.1334,0.2048,0.0198,4013,27000,55000
Cabarrus College of Health Sciences,Concord,NC,0.8913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,434,15800,40700
Cabrini University,Radnor,PA,0.7528,0,0,0,0.0032,0.1039,0,0.0065,0,0.1526,0,0,0.0065,0,0,0.0487,0.0227,0,0.0227,0.0032,0,0.0227,0.0714,0.0097,0,0.013,0,0.0909,0,0.026,0.0909,0,0,0,0,0.0455,0,0.224,0.0357,1334,26000,40900
Cairn University-Langhorne,Langhorne,PA,0.978,0,0,0,0,0,0,0,0,0.155,0,0,0,0,0,0.0039,0.0233,0,0,0,0,0,0,0.6357,0,0,0,0,0,0.0891,0,0,0,0,0,0.0271,0,0.062,0.0039,805,27000,32600
Caldwell University,Caldwell,NJ,0.6393,0,0,0,0,0.0623,0,0,0,0.081,0,0,0.0093,0,0,0.0685,0,0,0.0405,0.0156,0,0.0312,0,0,0.0062,0.0031,0,0.1745,0.0717,0,0.0717,0,0,0,0,0.0498,0.1121,0.1838,0.0187,1596,26040,44400
California Baptist University,Riverside,CA,0.7967,0,0.0019,0,0,0.0505,0.0301,0,0,0.0457,0.0515,0.001,0.0039,0,0,0.0292,0.0748,0,0.036,0.0078,0,0.0321,0.0573,0.0282,0.0155,0.0029,0,0.102,0.0525,0,0.0486,0,0,0,0,0.0243,0.1652,0.1224,0.0165,6435,27000,40300
California College of the Arts,San Francisco,CA,0.6369,0,0,0.1023,0,0,0.0759,0,0,0,0,0,0,0,0,0.0264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165,0,0.7789,0,0,0,1512,27000,33300
California Institute of Technology,Pasadena,CA,0.0883,0,0,0,0,0,0,0.1777,0,0,0.3604,0,0,0,0,0,0,0,0.1269,0.1066,0,0,0,0,0,0.2234,0,0,0,0,0,0,0,0,0,0,0,0.0051,0,983,11812.5,77800
California Institute of the Arts,Valencia,CA,0.2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,946,29200,32100
California Lutheran University,Thousand Oaks,CA,0.6097,0,0.0149,0,0,0.1824,0,0.0392,0,0,0.0108,0,0.0068,0,0,0.0162,0.0338,0,0.0838,0.0108,0,0.0311,0.0568,0.0135,0,0.0176,0,0.1149,0.0351,0,0.0595,0,0,0,0,0.0297,0,0.2338,0.0095,2799,23000,51000
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,0.3089,0.1209,0.0201,0.0517,0.0021,0.0149,0.0206,0.0193,0,0.0261,0.248,0.0128,0.0026,0,0,0.0269,0.0368,0,0.0527,0.0149,0,0,0.0614,0.0031,0,0.0201,0,0.0141,0,0,0.0577,0,0,0,0,0.0157,0.0211,0.124,0.0123,19177,19166,61800
California State Polytechnic University-Pomona,Pomona,CA,0.5187,0.0463,0,0.0387,0.0054,0.0266,0,0.0239,0,0.0017,0.1806,0.0263,0.0029,0.0219,0,0.0117,0.0336,0,0.0536,0.0141,0,0.0005,0.0275,0.0046,0,0.0171,0,0.0404,0,0,0.0582,0,0,0,0,0.0314,0.0154,0.3051,0.0124,22269,18500,50700
California State University-Bakersfield,Bakersfield,CA,0.706,0,0.018,0,0,0.0504,0,0.0166,0,0.0511,0.0097,0,0.0104,0,0,0.0366,0.1209,0,0.049,0.0138,0,0.0035,0.0221,0.0069,0,0.0373,0,0.0939,0.0794,0.0124,0.0856,0,0,0,0,0.0235,0.0635,0.1761,0.0193,7524,14875,46500
California State University-Chico,Chico,CA,0.7096,0.0495,0.0059,0,0.0053,0.0155,0,0.0378,0,0.0155,0.0445,0.0281,0.0064,0,0,0.0486,0.0568,0,0.0211,0.007,0,0.0012,0.0873,0.005,0,0.0067,0,0.0703,0.0404,0.0187,0.0855,0,0,0,0,0.0679,0.0987,0.1613,0.0149,15844,16500,44400
California State University-Dominguez Hills,Carson,CA,0.4234,0,0,0,0.005,0.0669,0,0.0169,0,0.0308,0,0.0015,0.0085,0,0,0.0219,0.0819,0,0.0261,0.0115,0,0.0131,0.0319,0.0042,0,0.005,0,0.1034,0.0519,0.0604,0.0953,0,0,0,0,0.0196,0.1319,0.2003,0.0119,12199,15594,42500
California State University-East Bay,Hayward,CA,0.7031,0,0.0078,0,0.0049,0.0296,0,0.024,0,0,0.0071,0,0.0032,0.0503,0,0.0143,0.0438,0,0.0419,0.0078,0,0.0013,0.0503,0.0026,0,0.0075,0,0.0572,0.0497,0,0.0974,0,0,0,0,0.051,0.166,0.2709,0.0114,12275,15880,51200
California State University-Fresno,Fresno,CA,0.594,0.0565,0.0012,0,0.0028,0.0295,0,0.0073,0,0.0342,0.0394,0.0197,0.0124,0.0059,0,0.0337,0.0771,0,0.0209,0.0094,0,0.0049,0.0579,0.0084,0,0.0176,0,0.0705,0,0.0391,0.1277,0,0,0,0,0.041,0.1244,0.1408,0.0176,20128,15993.5,43000
California State University-Fullerton,Fullerton,CA,0.4447,0,0,0,0.0075,0.12,0,0.0079,0,0.0538,0.0205,0,0.0091,0,0,0.026,0.0207,0,0.026,0.0062,0,0,0.0581,0.0048,0,0.0076,0,0.0659,0.0397,0.037,0.0674,0,0,0,0,0.062,0.1013,0.241,0.0172,32610,14944,45000
California State University-Long Beach,Long Beach,CA,0.3546,0,0.0076,0,0.014,0.0154,0,0.0099,0,0,0.063,0.009,0.019,0.0699,0,0.0889,0.0343,0,0.0349,0.0085,0,0.0001,0.0372,0.0059,0,0.0083,0,0.0567,0.0172,0.0094,0.1056,0,0,0,0,0.1239,0.1021,0.143,0.0162,31494,15446,46500
